,Dominant_Topic,Topic_Keywords,Num_Sentences,Perc_Sentences
1399.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1400.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1401.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1402.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1403.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1404.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1405.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1406.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1407.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1408.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1409.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1410.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1411.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1412.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1413.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1414.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1415.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1416.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1417.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1418.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1419.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1420.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1421.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1422.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1423.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1424.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1425.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1426.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1427.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1428.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1429.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1430.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1431.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1432.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1433.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1434.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1435.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1436.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1437.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1438.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1439.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1440.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1441.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1442.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1443.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1444.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1445.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1446.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1447.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1448.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1449.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1450.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1451.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1452.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1453.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1454.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1455.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1456.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1457.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1458.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1459.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1460.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1461.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1462.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1463.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1464.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1465.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1466.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1467.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1468.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1469.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1470.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1471.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1472.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1473.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1474.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1475.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1476.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1477.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1478.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1479.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1480.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1481.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1482.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1483.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1484.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1485.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1486.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1487.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1488.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1489.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1490.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1491.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1492.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1493.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1494.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1495.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1496.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1497.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1498.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1499.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1500.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1501.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1502.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1503.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1504.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1505.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1506.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1507.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1508.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1509.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1510.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1511.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1512.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1513.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1514.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1515.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1516.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1517.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1518.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1519.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1520.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1521.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1522.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1523.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1524.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1525.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1526.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1527.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1528.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1529.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1530.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1531.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1532.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1533.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1534.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1535.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1536.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1537.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1538.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1539.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1540.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1541.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1542.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1543.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1544.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1545.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1546.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1547.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1548.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1549.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1550.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1551.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1552.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1553.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1554.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1555.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1556.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1557.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1558.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1559.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1560.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1561.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1562.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1563.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1564.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1565.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1566.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1567.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1568.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1569.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1570.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1571.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1572.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1573.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1574.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1575.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1576.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1577.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1578.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1579.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1580.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1581.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1582.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1583.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1584.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1585.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1586.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1587.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1588.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1589.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1590.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1591.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1592.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1593.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1594.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1595.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1596.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1597.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1598.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1599.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1600.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1601.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1602.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1603.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1604.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1605.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1606.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1607.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1608.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1609.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1610.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1611.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1612.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1613.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1614.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1615.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1616.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1617.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1618.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1619.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1620.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1621.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1622.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1623.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1624.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1625.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1626.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1627.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1628.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1629.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1630.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1631.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1632.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1633.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1634.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1635.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1636.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1637.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1638.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1639.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1640.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1641.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1642.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1643.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1644.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1645.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1646.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1647.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1648.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1649.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1650.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1651.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1652.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1653.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1654.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1655.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1656.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1657.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1658.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1659.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1660.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1661.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1662.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1663.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1664.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1665.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1666.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1667.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1668.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1669.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1670.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1671.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1672.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1673.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1674.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1675.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1676.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1677.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1678.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1679.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1680.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1681.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1682.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1683.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1684.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1685.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1686.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1687.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1688.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1689.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1690.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1691.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1692.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1693.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1694.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1695.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1696.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1697.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1698.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1699.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1700.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1701.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1702.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1703.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1704.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1705.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1706.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1707.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1708.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1709.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1710.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1711.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1712.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1713.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1714.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1715.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1716.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1717.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1718.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1719.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1720.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1721.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1722.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1723.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1724.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1725.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1726.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1727.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1728.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1729.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1730.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
1731.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1732.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1733.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1734.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1735.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1736.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1737.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1738.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
1739.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1740.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1741.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1742.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
1743.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
1744.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1745.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
1746.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1747.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1748.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1749.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1750.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
1751.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1752.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1753.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1754.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
1755.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1756.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1757.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1758.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1759.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1760.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1761.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1762.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
1763.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
1764.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1765.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
1766.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1767.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1768.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
1769.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1770.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
1771.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
1772.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1773.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
1774.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
