,Dominant_Topic,Topic_Keywords,Num_Sentences,Perc_Sentences
2912.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2913.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2914.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2915.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2916.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2917.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2918.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2919.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2920.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2921.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2922.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2923.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2924.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2925.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2926.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2927.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2928.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2929.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2930.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2931.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2932.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2933.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2934.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2935.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2936.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2937.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2938.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2939.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2940.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2941.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2942.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2943.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2944.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2945.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2946.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2947.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2948.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2949.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2950.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2951.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2952.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2953.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2954.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2955.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2956.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2957.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2958.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2959.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2960.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2961.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2962.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2963.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2964.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2965.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2966.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2967.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2968.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2969.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2970.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2971.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2972.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2973.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2974.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2975.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2976.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2977.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2978.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2979.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2980.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2981.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2982.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2983.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2984.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2985.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2986.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2987.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2988.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2989.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2990.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2991.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2992.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2993.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2994.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2995.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2996.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2997.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2998.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2999.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3000.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
3001.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
3002.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3003.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
3004.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
3005.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
3006.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
3007.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
3008.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3009.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
3010.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3011.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3012.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3013.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3014.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
3015.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3016.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3017.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3018.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
3019.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3020.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3021.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3022.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3023.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3024.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
3025.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
3026.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3027.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3028.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3029.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3030.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3031.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3032.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
3033.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3034.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3035.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
3036.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
3037.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
